,initial_pos,no_of_pits,tyre_grid,tyre_1,tyre_2,tyre_grid_distance,tyre_1_distance,tyre_2_distance,sc,Temperature,Humidity,Altitude,Turns,RaceDistance,TrackLength,TeamAbility,DriverAbility,final_pos_gained
1120,22.0,2.0,3.0,4.0,4.0,1.0,27.0,24.0,1.0,63.02,0.58,1.9,18.0,53.0,5.848,2.0,0.0,8.0
1121,6.0,2.0,4.0,3.0,3.0,1.0,26.0,25.0,1.0,63.02,0.58,1.9,18.0,53.0,5.848,173.0,101.0,-3.0
1122,19.0,1.0,4.0,3.0,3.0,12.0,40.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,2.0,2.0,3.0
1123,14.0,1.0,4.0,3.0,3.0,21.0,31.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,76.0,54.0,8.0
1124,4.0,2.0,4.0,3.0,4.0,18.0,28.0,7.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,138.0,53.0,-1.0
1125,17.0,1.0,4.0,3.0,3.0,16.0,36.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,8.0,7.0,10.0
1127,12.0,1.0,4.0,3.0,3.0,20.0,32.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,76.0,21.0,2.0
1128,8.0,1.0,4.0,2.0,2.0,1.0,51.0,0.0,1.0,63.02,0.58,1.9,18.0,53.0,5.848,468.0,25.0,-7.0
1129,18.0,1.0,4.0,3.0,3.0,14.0,38.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,8.0,1.0,5.0
1130,10.0,1.0,4.0,3.0,3.0,17.0,36.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,765.0,380.0,8.0
1131,11.0,1.0,4.0,3.0,3.0,11.0,41.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,63.0,46.0,-1.0
1132,2.0,1.0,4.0,3.0,3.0,16.0,37.0,0.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,138.0,85.0,-2.0
1133,20.0,2.0,4.0,3.0,4.0,13.0,26.0,12.0,0.0,63.02,0.58,1.9,18.0,53.0,5.848,1.0,1.0,2.0
